"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=equidae"
"Access Time","Fri 2017-02-03 06:54:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","equidae"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.211"
"Records Found","5815"
"Records Returned","5815"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"184081","occ","5328","","18027","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Barstovian","","15.97","13.6","6294"
"184082","occ","","","18027","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Barstovian","","15.97","13.6","3510"
"184118","occ","","","18031","Megahippus cf. mckennai","species","48000","","Megahippus mckennai","species","48000","Barstovian","","15.97","13.6","3510"
"184119","occ","5335","","18031","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Barstovian","","15.97","13.6","6294"
"184120","occ","","","18031","Calippus placidus","species","44776","","Calippus placidus","species","51029","Barstovian","","15.97","13.6","3510"
"184121","occ","","","18031","Protohippus perditus","species","51026","","Protohippus perditus","species","46299","Barstovian","","15.97","13.6","3510"
"184140","occ","5343","","18033","Nannippus sp.","genus","43012","","Nannippus","genus","104804","Hemphillian","","10.3","4.9","6294"
"184141","occ","","","18033","Dinohippus leidyanus","species","45784","","Dinohippus leidyanus","species","50541","Hemphillian","","10.3","4.9","3175"
"184158","occ","5350","","18034","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Hemphillian","","10.3","4.9","6294"
"184159","occ","","","18034","Hipparion tehonense","species","47014","","Hipparion tehonense","species","48969","Hemphillian","","10.3","4.9","1952"
"184160","occ","","","18034","Nannippus cf. aztecus","species","48954","","Nannippus aztecus","species","48954","Hemphillian","","10.3","4.9","1952"
"184161","occ","","","18034","Neohipparion leptode","species","49043","","Neohipparion leptode","species","49043","Hemphillian","","10.3","4.9","6208"
"184162","occ","","","18034","Pliohippus nobilis","species","50547","","Pliohippus nobilis","species","50547","Hemphillian","","10.3","4.9","1952"
"184178","occ","","","18036","Dinohippus cf. mexicanus","species","45785","","Dinohippus mexicanus","species","50544","Late Hemphillian","","10.3","4.9","6209"
"184179","occ","","","18036","Astrohippus cf. stockii","species","44374","","Astrohippus stockii","species","50560","Late Hemphillian","","10.3","4.9","6209"
"184180","occ","","","18036","Neohipparion cf. eurystyle","species","49036","","Neohipparion eurystyle","species","46267","Late Hemphillian","","10.3","4.9","6209"
"184181","occ","","","18036","Nannippus aztecus","species","48954","","Nannippus aztecus","species","48954","Late Hemphillian","","10.3","4.9","1952"
"184185","occ","5356","","18038","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","6294"
"184186","occ","5357","","18038","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"184187","occ","","","18038","Pseudhipparion cf. gratum","species","51151","","Pseudhipparion gratum","species","46986","Miocene","","23.03","5.333","3356"
"184188","occ","5358","","18038","Neohipparion affine","species","49031","","Neohipparion affine","species","46976","Miocene","","23.03","5.333","6294"
"184192","occ","5359","","18039","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"184194","occ","","","18040","Equidae indet.","family","42984","","Equidae","family","42984","Miocene","","23.03","5.333","3356"
"184207","occ","","","18042","Calippus martini","species","44774","","Calippus martini","species","44774","Clarendonian","","13.6","10.3","1952"
"184208","occ","","","18042","Calippus placidus","species","44776","","Calippus placidus","species","51029","Clarendonian","","13.6","10.3","1952"
"184209","occ","","","18042","Pliohippus pernix","species","50550","","Pliohippus pernix","species","50550","Clarendonian","","13.6","10.3","1952"
"184210","occ","","","18042","Protohippus supremus","species","51037","","Protohippus supremus","species","51037","Clarendonian","","13.6","10.3","1952"
"184211","occ","","","18042","Pseudhipparion gratum","species","51151","","Pseudhipparion gratum","species","46986","Clarendonian","","13.6","10.3","1952"
"184212","occ","","","18042","Hipparion cf. tehonense","species","47014","","Hipparion tehonense","species","48969","Clarendonian","","13.6","10.3","6294"
"184222","occ","5366","","18045","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","6294"
"184223","occ","","","18045","Hipparion tehonense","species","47014","","Hipparion tehonense","species","48969","Clarendonian","","13.6","10.3","1952"
"184224","occ","","","18045","Pseudhipparion gratum","species","51151","","Pseudhipparion gratum","species","46986","Clarendonian","","13.6","10.3","3564"
"184225","occ","","","18045","Calippus n. sp. martini","species","44774","","Calippus martini","species","44774","Clarendonian","","13.6","10.3","1831"
"184226","occ","","","18045","Calippus regulus","species","44778","","Calippus regulus","species","44778","Clarendonian","","13.6","10.3","1952"
"184237","occ","","","18046","Pseudhipparion sp.","genus","43022","","Pseudhipparion","genus","43022","Hemphillian","","10.3","4.9","2228"
"184250","occ","","","18052","cf. Calippus sp.","genus","42990","","Calippus","genus","42990","Barstovian","","15.97","13.6","6193"
"184254","occ","5379","","18055","Neohipparion sp.","genus","43013","","Neohipparion","genus","43013","Miocene","","23.03","5.333","6294"
"184255","occ","","","18055","Astrohippus sp.","genus","42989","","Astrohippus","genus","42989","Miocene","","23.03","5.333","3794"
"184256","occ","","","18055","Dinohippus sp.","genus","42992","","Dinohippus","genus","42992","Miocene","","23.03","5.333","3794"
"184273","occ","5385","","18060","Equini indet.","tribe","65580","","Equini","tribe","65580","Clarendonian","","13.6","10.3","6294"
"184274","occ","5386","","18060","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","6294"
"184275","occ","","","18060","Pseudhipparion gratum","species","51151","","Pseudhipparion gratum","species","46986","Clarendonian","","13.6","10.3","3564"
"184283","occ","","","18061","Pseudhipparion gratum","species","51151","","Pseudhipparion gratum","species","46986","Clarendonian","","13.6","10.3","3564"
"184299","occ","","","18063","Hypohippus sp.","genus","43003","","Hypohippus","genus","43003","Clarendonian","","13.6","10.3","1720"
"184301","occ","","","18063","Pliohippus cf. pernix","species","50550","","Pliohippus pernix","species","50550","Clarendonian","","13.6","10.3","1720"
"184302","occ","","","18063","Pseudhipparion cf. gratum","species","51151","","Pseudhipparion gratum","species","46986","Clarendonian","","13.6","10.3","1720"
"184303","occ","","","18063","Calippus martini","species","44774","","Calippus martini","species","44774","Clarendonian","","13.6","10.3","1952"
"184304","occ","","","18063","Nannippus sp.","genus","43012","","Nannippus","genus","104804","Clarendonian","","13.6","10.3","1952"
"184305","occ","5396","","18063","Equidae indet.","family","42984","","Equidae","family","42984","Clarendonian","","13.6","10.3","6294"
"184317","occ","5402","","18064","Pseudhipparion cf. gratum","species","51151","","Pseudhipparion gratum","species","46986","Miocene","","23.03","5.333","6294"
"184326","occ","5406","","18065","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","Hemphillian","13.6","4.9","6294"
"184327","occ","5407","","18065","Pseudhipparion sp.","genus","43022","","Pseudhipparion","genus","43022","Clarendonian","Hemphillian","13.6","4.9","6294"
"184328","occ","","","18065","cf. Calippus sp.","genus","42990","","Calippus","genus","42990","Clarendonian","Hemphillian","13.6","4.9","2218"
"184353","occ","","","18066","Hypohippus sp.","genus","43003","","Hypohippus","genus","43003","Late Clarendonian","","13.6","10.3","3510"
"184354","occ","5415","","18066","Equidae indet.","family","42984","","Equidae","family","42984","Late Clarendonian","","13.6","10.3","6294"
"184355","occ","5416","","18066","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Late Clarendonian","","13.6","10.3","6294"
"184356","occ","","","18066","Pseudhipparion gratum","species","51151","","Pseudhipparion gratum","species","46986","Late Clarendonian","","13.6","10.3","10078"
"184357","occ","","","18066","Pliohippus cf. pernix","species","50550","","Pliohippus pernix","species","50550","Late Clarendonian","","13.6","10.3","3510"
"184358","occ","5417","","18066","Protohippus supremus","species","51037","","Protohippus supremus","species","51037","Late Clarendonian","","13.6","10.3","6294"
"184359","occ","10559","","18066","Calippus sp.","genus","42990","","Calippus","genus","42990","Late Clarendonian","","13.6","10.3","3510"
"184369","occ","5422","","18067","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Barstovian","","15.97","13.6","6294"
"184399","occ","","","18072","Astrohippus sp.","genus","42989","","Astrohippus","genus","42989","Hemphillian","","10.3","4.9","6208"
"184400","occ","5433","","18072","Calippus informal large","species","42990","species not entered","Calippus","genus","42990","Hemphillian","","10.3","4.9","6245"
"184401","occ","5434","","18072","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Hemphillian","","10.3","4.9","6294"
"184402","occ","","","18072","Neohipparion leptode","species","49043","","Neohipparion leptode","species","49043","Hemphillian","","10.3","4.9","6208"
"184403","occ","","","18072","Pliohippus nobilis","species","50547","","Pliohippus nobilis","species","50547","Hemphillian","","10.3","4.9","1952"
"184404","occ","","","18072","Protohippus gidleyi","species","51013","","Protohippus gidleyi","species","51013","Hemphillian","","10.3","4.9","1952"
"184413","occ","","","18073","Dinohippus interpolatus","species","45782","","Dinohippus interpolatus","species","47021","Hemphillian","","10.3","4.9","3715"
"184414","occ","","","18073","Astrohippus ansae","species","44370","","Astrohippus ansae","species","51007","Hemphillian","","10.3","4.9","3715"
"184415","occ","","","18073","Neohipparion eurystyle","species","49036","","Neohipparion eurystyle","species","46267","Hemphillian","","10.3","4.9","3715"
"184416","occ","5437","","18073","Nannippus cf. aztecus","species","48954","","Nannippus aztecus","species","48954","Hemphillian","","10.3","4.9","6294"
"184417","occ","5438","","18073","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Hemphillian","","10.3","4.9","6294"
"184441","occ","","","18076","Nannippus sp.","genus","43012","","Nannippus","genus","104804","Late Hemphillian","","10.3","4.9","1874"
"184442","occ","","","18076","Pseudhipparion simpsoni","species","51155","","Pseudhipparion simpsoni","species","51155","Late Hemphillian","","10.3","4.9","31436"
"184457","occ","","","18077","Hypohippus affinis","species","47220","","Hypohippus affinis","species","44043","Clarendonian","","13.6","10.3","3564"
"184458","occ","5453","","18077","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Clarendonian","","13.6","10.3","6294"
"184459","occ","","","18077","Pliohippus pernix","species","50550","","Pliohippus pernix","species","50550","Clarendonian","","13.6","10.3","3564"
"184460","occ","","","18077","Protohippus supremus","species","51037","","Protohippus supremus","species","51037","Clarendonian","","13.6","10.3","3564"
"184461","occ","","","18077","""Merychippus"" cf. coloradense","species","48175","","Merychippus coloradense","species","46979","Clarendonian","","13.6","10.3","3564"
"184462","occ","","","18077","Pseudhipparion retrusum","species","51154","","Pseudhipparion retrusum","species","47050","Clarendonian","","13.6","10.3","3564"
"184463","occ","","","18077","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","3564"
"184474","occ","5456","","18078","Equini indet.","tribe","65580","","Equini","tribe","65580","Clarendonian","","13.6","10.3","6294"
"184475","occ","","","18078","Pseudhipparion retrusum","species","51154","","Pseudhipparion retrusum","species","47050","Clarendonian","","13.6","10.3","3564"
"184481","occ","","","18080","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","3356"
"184482","occ","5457","","18080","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","6294"
"184487","occ","5459","","18081","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"184488","occ","5460","","18081","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","6294"
"184489","occ","","","18081","Hipparion aff. tehonense","species","47014","","Hipparion tehonense","species","48969","Miocene","","23.03","5.333","3356"
"184504","occ","5465","","18082","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Clarendonian","","13.6","10.3","6294"
"184505","occ","5466","","18082","Calippus sp.","genus","42990","","Calippus","genus","42990","Clarendonian","","13.6","10.3","6294"
