"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=catarrhini"
"Access Time","Fri 2017-02-03 06:56:30 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","catarrhini"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0433"
"Records Found","675"
"Records Returned","675"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"936236","occ","","","107998","Pongo pygmaeus","species","183261","","Pongo pygmaeus","species","232338","Pleistocene","","2.588","0.0117","35877"
"936237","occ","","","107999","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","35877"
"936238","occ","","","107999","Pongo pygmaeus","species","183261","","Pongo pygmaeus","species","232338","Late Pleistocene","","0.126","0.0117","35877"
"936239","occ","","","108000","Pongo pygmaeus","species","183261","","Pongo pygmaeus","species","232338","Late Pleistocene","","0.126","0.0117","35877"
"936244","occ","","","108001","Pongo pygmaeus","species","183261","","Pongo pygmaeus","species","232338","Middle Pleistocene","","0.781","0.126","35877"
"936245","occ","","","108001","Gigantopithecus sp.","genus","40894","","Gigantopithecus","genus","40894","Middle Pleistocene","","0.781","0.126","35877"
"936246","occ","","","108001","Pongo sp.","genus","40897","","Pongo","genus","40897","Middle Pleistocene","","0.781","0.126","35877"
"936247","occ","","","92781","n. gen. Langsonia n. sp. liquidens","species","182634","","Langsonia liquidens","species","182634","Middle Pleistocene","","0.781","0.126","35877"
"936248","occ","","","92781","Pongo n. sp. hooijeri","species","183260","","Pongo hooijeri","species","183260","Middle Pleistocene","","0.781","0.126","35877"
"939144","occ","","","12960","Aegyptopithecus zeuxis","species","100577","","Aegyptopithecus zeuxis","species","100577","Rupelian","","33.9","28.1","35965"
"943034","occ","","","21724","Equatorius africanus","species","185390","","Equatorius africanus","species","100573","Early Miocene","","23.03","15.97","36156"
"946470","occ","","","110073","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","36280"
"950527","occ","","","110964","Khoratpithecus n. sp. ayeyarwadyensis","species","187803","","Khoratpithecus ayeyarwadyensis","species","187803","Tortonian","","11.62","7.246","36443"
"950528","occ","","","110965","Khoratpithecus sp.","genus","89267","","Khoratpithecus","genus","89267","Tortonian","","11.62","7.246","36443"
"970757","occ","","","21711","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","37298"
"970820","occ","","","115167","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","37301"
"970960","occ","","","115188","Homo sapiens","species","83088","","Homo sapiens","species","83088","Middle Pleistocene","","0.781","0.126","37305"
"997971","occ","","","120834","Pongo sp.","genus","40897","","Pongo","genus","40897","Middle Pleistocene","","0.781","0.126","38591"
"997996","occ","","","120834","Homo sp.","genus","40901","","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","38591"
"1004580","occ","","","122304","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","38927"
"1006791","occ","","","32904","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","39115"
"1025661","occ","","","125671","Homo sp.","genus","40901","","Homo","genus","40901","Late Pleistocene","","0.126","0.0117","40805"
"1025662","occ","","","125672","Homo sp.","genus","40901","","Homo","genus","40901","Late Pleistocene","","0.126","0.0117","40805"
"1028398","occ","","","125952","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","40898"
"1034640","occ","","","104667","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","41131"
"1106772","occ","","","115191","Homo sapiens","species","83088","","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","45190"
"1149246","occ","","","122454","Dryopithecus nyanzae","species","40893","species not entered","Dryopithecus","genus","40893","Burdigalian","","20.44","15.97","47354"
"1156826","occ","","","148396","Pliopithecus pivetaui","species","40887","species not entered","Pliopithecus","genus","40887","Langhian","","15.97","13.82","47649"
"1196519","occ","","","74292","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","50339"
"1196917","occ","","","154805","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","2451"
"1201232","occ","","","155393","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","50713"
"1230185","occ","","","161954","Homo sp.","genus","40901","","Homo","genus","40901","Pleistocene","","2.588","0.0117","52762"
"1231943","occ","","","162133","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","52801"
"1234332","occ","","","162464","Oligopithecus n. sp. rogeri","species","306557","","Oligopithecus rogeri","species","306557","Early Oligocene","","33.9","28.4","52910"
"1234342","occ","","","162464","Moeripithecus markgrafi","species","145160","subjective synonym of","Propliopithecus haeckeli","species","100582","Early Oligocene","","33.9","28.4","52913"
"1265785","occ","","","75481","Anapithecus hernyaki","species","143141","species not entered","Anapithecus","genus","143141","MN 9","","11.1","9.7","55045"
"1265786","occ","","","75481","Dryopithecus brancoi","species","143193","","Dryopithecus brancoi","species","143193","MN 9","","11.1","9.7","55045"
"1301949","occ","","","173988","Homo sp.","genus","40901","","Homo","genus","40901","Pleistocene","","2.588","0.0117","56724"
"1304766","occ","","","174662","Proconsul n. sp. hamiltoni","species","331886","recombined as","Kamoyapithecus hamiltoni","species","331886","Late Oligocene","","28.4","23.03","5444"
"1304797","occ","","","174664","Kamoyapithecus hamiltoni","species","331887","","Kamoyapithecus hamiltoni","species","331886","Late Oligocene","","28.4","23.03","57046"
"1307782","occ","","","162464","Propliopithecidae indet.","family","92593","","Propliopithecidae","family","92593","Early Oligocene","","33.9","28.4","52916"
"1315326","occ","","","176525","Homo sapiens","species","83088","","Homo sapiens","species","83088","Holocene","","0.0117","0","58111"
"1333436","occ","","","179687","n. gen. Nsungwepithecus n. sp. gunnelli","species","343425","","Nsungwepithecus gunnelli","species","343425","Late Oligocene","","28.4","23.03","59541"
"1333437","occ","","","179687","n. gen. Rukwapithecus n. sp. fleaglei","species","343427","","Rukwapithecus fleaglei","species","343427","Late Oligocene","","28.4","23.03","59541"
"1349889","occ","","","182940","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","61040"
"1350737","occ","","","183152","Paranthropus robustus","species","83063","subjective synonym of, species not entered","Australopithecus","genus","40900","Early Pleistocene","","2.588","0.781","61133"
"1350738","occ","","","183152","Homo sp.","genus","40901","","Homo","genus","40901","Early Pleistocene","","2.588","0.781","61133"
"1352073","occ","","","182079","Homo sapiens","species","83088","","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","60529"
